label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
checkbox_need_assistance_yes,772,640,46,46,template.jpg,2610,3348
checkbox_need_assistance_no,904,640,48,48,template.jpg,2610,3348
checkbox_family_assets_yes,774,708,46,54,template.jpg,2610,3348
checkbox_family_assets_no,904,710,48,48,template.jpg,2610,3348
checkbox_shelter_yes,774,784,46,44,template.jpg,2610,3348
checkbox_shelter_no,904,786,46,44,template.jpg,2610,3348
checkbox_dependants_yes,770,856,48,54,template.jpg,2610,3348
checkbox_dependants_no,908,856,42,46,template.jpg,2610,3348
checkbox_employment_changes_yes,772,1023,50,46,template.jpg,2610,3348
checkbox_employment_changes_no,906,1023,48,52,template.jpg,2610,3348
checkbox_employment_changes_spouse_yes,1048,1025,46,44,template.jpg,2610,3348
checkbox_employment_changes_spouse_no,1181,1025,46,42,template.jpg,2610,3348
checkbox_school_yes,772,1099,50,44,template.jpg,2610,3348
checkbox_school_no,904,1097,50,46,template.jpg,2610,3348
checkbox_school_spouse_yes,1050,1097,46,46,template.jpg,2610,3348
checkbox_school_spouse_no,1183,1099,44,42,template.jpg,2610,3348
checkbox_work_yes,772,1171,48,46,template.jpg,2610,3348
checkbox_work_no,906,1167,46,54,template.jpg,2610,3348
checkbox_work_souse_yes,1050,1171,44,44,template.jpg,2610,3348
checkbox_work_souse_no,1183,1171,48,48,template.jpg,2610,3348
checkbox_moved_yes,776,1223,40,52,template.jpg,2610,3348
checkbox_moved_no,908,1227,46,48,template.jpg,2610,3348
checkbox_moved_spouse_yes,1054,1231,44,38,template.jpg,2610,3348
checkbox_moved_spouse_no,1185,1227,42,42,template.jpg,2610,3348
checkbox_warrant_yes,776,1287,46,44,template.jpg,2610,3348
checkbox_warrant_no,906,1283,52,48,template.jpg,2610,3348
checkbox_warrant_spouse_yes,1050,1287,46,42,template.jpg,2610,3348
checkbox_warrant_spouse_no,1183,1283,46,46,template.jpg,2610,3348
income1,1948,525,240,62,template.jpg,2610,3348
income2,1953,587,234,55,template.jpg,2610,3348
income3,1953,642,234,58,template.jpg,2610,3348
income4,1956,700,231,59,template.jpg,2610,3348
income5,1954,753,236,61,template.jpg,2610,3348
income6,1953,814,239,56,template.jpg,2610,3348
income7,1951,869,240,62,template.jpg,2610,3348
income8,1953,931,240,53,template.jpg,2610,3348
income9,1950,986,239,55,template.jpg,2610,3348
income10,1950,1039,245,61,template.jpg,2610,3348
income11,1950,1098,242,59,template.jpg,2610,3348
income12,1951,1159,240,55,template.jpg,2610,3348
income13,1953,1214,240,56,template.jpg,2610,3348
income14,1954,1269,237,61,template.jpg,2610,3348
income15,1951,1325,242,58,template.jpg,2610,3348
income16,1956,1380,236,59,template.jpg,2610,3348
income17,1954,1439,237,64,template.jpg,2610,3348
income18,1954,1497,242,55,template.jpg,2610,3348
spouse_income1,2219,525,237,59,template.jpg,2610,3348
spouse_income2,2221,586,234,56,template.jpg,2610,3348
spouse_income3,2221,643,236,55,template.jpg,2610,3348
spouse_income4,2219,697,234,58,template.jpg,2610,3348
spouse_income5,2219,754,239,55,template.jpg,2610,3348
spouse_income6,2221,808,237,59,template.jpg,2610,3348
spouse_income7,2217,869,239,61,template.jpg,2610,3348
spouse_income8,2217,925,243,59,template.jpg,2610,3348
spouse_income9,2219,983,242,58,template.jpg,2610,3348
spouse_income10,2221,1042,239,59,template.jpg,2610,3348
spouse_income11,2221,1100,237,56,template.jpg,2610,3348
spouse_income12,2221,1154,237,56,template.jpg,2610,3348
spouse_income13,2219,1209,239,58,template.jpg,2610,3348
spouse_income14,2221,1267,237,61,template.jpg,2610,3348
spouse_income15,2219,1326,236,56,template.jpg,2610,3348
spouse_income16,2221,1381,237,61,template.jpg,2610,3348
spouse_income17,2221,1437,242,61,template.jpg,2610,3348
spouse_income18,2199,1495,265,62,template.jpg,2610,3348
